Region,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Pop,Year
Piemonte,34448,35531.0,37043.0,37239.0,38109.0,39218.0,39478.0,39294.0,38777.0,38421.0,38235.0,38349.0,37663.0,37760.0,38946.0,37749.0,37906.0,37571.0,37121.0,37259.0,37641.0,37998.0,39320.0,39897.0,40793.0,40701.0,42029.0,41531.0,42796.0,44364.0,44874.0,46433.0,48556.0,48989.0,50334.0,52054.0,55603.0,58583.0,61365.0,65295.0,67898.0,67982.0,69557.0,70786.0,70378.0,72703.0,72265.0,72287.0,72640.0,72586.0,73569.0,68796.0,66252.0,65478.0,63526.0,62155.0,60401.0,60168.0,59035.0,58005.0,57053.0,55167.0,55318.0,54410.0,56730.0,57342.0,60482.0,59087.0,57711.0,44114.0,47339.0,47057.0,47627.0,47946.0,52321.0,51768.0,50148.0,45642.0,41910.0,41527.0,38431.0,35927.0,34323.0,32393.0,31493.0,27086.0,23805.0,21137.0,18009.0,15340.0,12682.0,10689.0,8791.0,7013.0,5216.0,2580.0,1529.0,1187.0,1002.0,934.0,1556.0,4403562.0,2015
Valle D'Aosta/Vallée D'Aoste,1107,1060.0,1173.0,1210.0,1188.0,1258.0,1231.0,1247.0,1235.0,1167.0,1179.0,1196.0,1150.0,1193.0,1228.0,1180.0,1138.0,1072.0,1155.0,1092.0,1069.0,1100.0,1158.0,1161.0,1228.0,1221.0,1289.0,1280.0,1272.0,1316.0,1331.0,1393.0,1426.0,1328.0,1476.0,1444.0,1722.0,1629.0,1768.0,1876.0,1999.0,2020.0,2043.0,2122.0,2099.0,2240.0,2167.0,2222.0,2232.0,2185.0,2311.0,2145.0,1946.0,1970.0,1803.0,1900.0,1711.0,1720.0,1688.0,1674.0,1664.0,1623.0,1544.0,1560.0,1576.0,1631.0,1684.0,1591.0,1523.0,1165.0,1267.0,1327.0,1362.0,1359.0,1400.0,1328.0,1317.0,1132.0,1055.0,1023.0,939.0,937.0,846.0,855.0,848.0,707.0,654.0,563.0,508.0,408.0,309.0,269.0,261.0,215.0,127.0,76.0,50.0,38.0,27.0,21.0,40.0,127972.0,2015
Lombardia,85920,88298.0,92140.0,93861.0,96806.0,98846.0,98704.0,97266.0,97642.0,95200.0,95279.0,93279.0,92094.0,92855.0,93853.0,91445.0,90732.0,89783.0,88905.0,87844.0,88527.0,90133.0,92720.0,93391.0,95477.0,96692.0,100483.0,99477.0,100932.0,106307.0,109735.0,113932.0,119304.0,120995.0,124155.0,128220.0,135859.0,142397.0,148470.0,158725.0,164180.0,163883.0,165715.0,166094.0,164834.0,169095.0,168570.0,167891.0,171375.0,169868.0,169058.0,157954.0,149904.0,145376.0,140305.0,136746.0,130246.0,127953.0,125869.0,122201.0,119741.0,116063.0,115512.0,114423.0,119228.0,120380.0,124626.0,120732.0,124204.0,91411.0,97796.0,96351.0,97939.0,99932.0,107885.0,105007.0,100511.0,89492.0,80671.0,81155.0,74777.0,69525.0,65728.0,61206.0,58043.0,50294.0,44694.0,39303.0,33757.0,29124.0,24833.0,20732.0,16092.0,13168.0,9958.0,5036.0,2777.0,2215.0,1912.0,1697.0,3039.0,9954769.0,2015
Trentino-Alto Adige/Südtirol,10320,10420.0,10653.0,10692.0,11011.0,10841.0,11097.0,10966.0,11019.0,11206.0,11333.0,11046.0,10982.0,11256.0,11474.0,11438.0,11406.0,11395.0,11333.0,11070.0,11192.0,11132.0,11492.0,11449.0,11482.0,11449.0,11523.0,11433.0,11465.0,11746.0,11911.0,12376.0,12661.0,12656.0,12854.0,12942.0,13683.0,13783.0,14305.0,15083.0,15995.0,16151.0,16356.0,16937.0,16705.0,17638.0,17424.0,17380.0,17759.0,17957.0,17856.0,16749.0,15868.0,15823.0,15192.0,14705.0,13816.0,13526.0,13113.0,12568.0,12161.0,11944.0,11683.0,11408.0,11786.0,11213.0,11637.0,11340.0,12164.0,8633.0,9912.0,10480.0,10341.0,10327.0,9841.0,9440.0,8908.0,7925.0,7390.0,7211.0,6895.0,6550.0,6225.0,5840.0,5767.0,4912.0,4551.0,4048.0,3547.0,3220.0,2739.0,2462.0,1996.0,1597.0,1194.0,649.0,264.0,195.0,156.0,173.0,365.0,1056182.0,2015
Veneto,40526,41799.0,43990.0,44842.0,46236.0,46877.0,47895.0,47260.0,47250.0,46928.0,47433.0,46387.0,45869.0,45614.0,47338.0,46165.0,46096.0,45863.0,45299.0,44457.0,44835.0,45146.0,47063.0,46789.0,47958.0,47743.0,49007.0,47362.0,48391.0,51226.0,51739.0,52815.0,55160.0,56450.0,58213.0,61054.0,65366.0,67869.0,71210.0,74854.0,79989.0,79302.0,80610.0,81704.0,81943.0,84008.0,83025.0,83767.0,84379.0,84720.0,85291.0,79849.0,76793.0,75280.0,71185.0,70838.0,66291.0,65023.0,63876.0,61632.0,60643.0,58549.0,57661.0,56901.0,59174.0,58404.0,60050.0,58708.0,63450.0,43277.0,50088.0,50941.0,49157.0,48698.0,51077.0,49455.0,47272.0,42458.0,38985.0,38888.0,36485.0,32750.0,31320.0,29418.0,28512.0,24333.0,22843.0,20909.0,17967.0,15621.0,13109.0,11353.0,8831.0,7026.0,5525.0,2689.0,1532.0,1222.0,978.0,945.0,1611.0,4902694.0,2015
Friuli-Venezia Giulia,9178,9361.0,9799.0,9971.0,10397.0,10525.0,10501.0,10731.0,10633.0,10445.0,10537.0,10425.0,10261.0,10444.0,10634.0,10202.0,10126.0,10001.0,10160.0,9854.0,9841.0,10048.0,10698.0,10623.0,10924.0,11050.0,11359.0,10896.0,11457.0,11982.0,12277.0,12499.0,13133.0,13311.0,13811.0,14316.0,15627.0,15816.0,16780.0,17750.0,19291.0,19137.0,19726.0,19805.0,19975.0,20217.0,20081.0,20336.0,20324.0,20656.0,21011.0,19908.0,18786.0,18402.0,17773.0,17609.0,16597.0,16264.0,16103.0,15768.0,15585.0,15449.0,15301.0,15185.0,16131.0,15990.0,17036.0,17012.0,17904.0,12234.0,14645.0,14361.0,14405.0,14530.0,15294.0,14414.0,13666.0,12365.0,11143.0,10793.0,9832.0,9244.0,8778.0,8188.0,8156.0,7107.0,6411.0,5921.0,5469.0,4669.0,4173.0,3615.0,2975.0,2544.0,1956.0,952.0,467.0,405.0,318.0,305.0,584.0,1221664.0,2015
Liguria,10714,10983.0,11565.0,11369.0,11788.0,12340.0,12603.0,12347.0,12466.0,12412.0,12513.0,12248.0,12522.0,12547.0,12721.0,12458.0,12548.0,12556.0,12810.0,12471.0,12649.0,12929.0,13669.0,13519.0,13541.0,13622.0,13928.0,13572.0,13498.0,14153.0,14333.0,14657.0,14733.0,15363.0,15208.0,15955.0,17375.0,18502.0,19481.0,21094.0,22477.0,22950.0,24075.0,24360.0,24597.0,25263.0,25502.0,25399.0,26516.0,27091.0,27321.0,25684.0,24792.0,23976.0,23169.0,22923.0,22080.0,21799.0,21174.0,20482.0,20587.0,19951.0,19401.0,19304.0,20678.0,21088.0,22289.0,22979.0,23173.0,16821.0,19012.0,18501.0,19091.0,19598.0,21078.0,20620.0,20229.0,18523.0,17012.0,16681.0,15638.0,15031.0,14467.0,13834.0,13489.0,11951.0,10590.0,9359.0,8179.0,7090.0,5960.0,5127.0,4159.0,3312.0,2632.0,1260.0,850.0,652.0,537.0,481.0,821.0,1569427.0,2015
Emilia-Romagna,36624,38166.0,39464.0,40268.0,41593.0,42393.0,42033.0,41634.0,41150.0,40481.0,39906.0,38881.0,38996.0,38742.0,39249.0,37645.0,37293.0,37100.0,36618.0,36156.0,36802.0,37034.0,38407.0,39209.0,40055.0,40169.0,41173.0,41442.0,42586.0,45254.0,46875.0,48671.0,50605.0,51678.0,53853.0,56345.0,60475.0,63073.0,66492.0,70118.0,73531.0,73523.0,74103.0,74536.0,73490.0,74511.0,74113.0,73026.0,73868.0,72878.0,74274.0,69316.0,67072.0,65718.0,63688.0,62218.0,59358.0,59063.0,58186.0,55783.0,54322.0,51950.0,51230.0,50714.0,53041.0,53644.0,56680.0,56431.0,57198.0,40448.0,45024.0,44755.0,44022.0,44944.0,48678.0,47716.0,47187.0,42503.0,38563.0,39863.0,38264.0,34922.0,31952.0,31135.0,30412.0,26327.0,24305.0,21981.0,18951.0,17483.0,14707.0,12676.0,10153.0,8383.0,6242.0,3295.0,1773.0,1399.0,1229.0,1059.0,1853.0,4434377.0,2015
Toscana,29044,29495.0,31237.0,31655.0,32502.0,32660.0,33668.0,33378.0,32939.0,32848.0,32819.0,31959.0,32173.0,32032.0,32243.0,30993.0,31158.0,30916.0,30705.0,30647.0,31038.0,31372.0,33006.0,33418.0,34595.0,34648.0,36231.0,35507.0,35797.0,38014.0,38831.0,40206.0,41439.0,42240.0,43730.0,45895.0,49009.0,50899.0,53585.0,56338.0,58984.0,59488.0,60200.0,60692.0,59727.0,61411.0,60514.0,60896.0,61836.0,61875.0,62452.0,58421.0,56470.0,55228.0,53681.0,52375.0,50479.0,49574.0,48793.0,47910.0,47404.0,45075.0,44782.0,44638.0,46093.0,48069.0,51420.0,51251.0,51531.0,40109.0,39856.0,40165.0,38390.0,39501.0,44070.0,42337.0,42470.0,37893.0,34292.0,34657.0,31932.0,30159.0,28056.0,27603.0,26789.0,23170.0,21572.0,19276.0,16744.0,14836.0,12756.0,10698.0,8544.0,7183.0,5498.0,2696.0,1415.0,1049.0,943.0,835.0,1412.0,3739044.0,2015
Umbria,6961,7271.0,7489.0,7572.0,7831.0,7801.0,8280.0,8158.0,8016.0,7971.0,7770.0,7639.0,7652.0,7579.0,7742.0,7580.0,7501.0,7460.0,7516.0,7617.0,7659.0,7913.0,8358.0,8311.0,8541.0,8773.0,9193.0,8953.0,9159.0,9487.0,9505.0,10271.0,10134.0,10500.0,10610.0,11051.0,11591.0,12033.0,12536.0,13176.0,13695.0,13593.0,13498.0,13659.0,13475.0,13936.0,13941.0,13792.0,13832.0,14289.0,14397.0,13453.0,13102.0,13055.0,12967.0,12378.0,11695.0,11485.0,11632.0,11436.0,11211.0,10970.0,10333.0,10871.0,11039.0,11465.0,12252.0,11364.0,10981.0,8752.0,9319.0,9749.0,9004.0,9112.0,10092.0,9807.0,10026.0,8881.0,8089.0,8192.0,7938.0,7435.0,6752.0,6943.0,6689.0,5556.0,5173.0,4735.0,4272.0,3686.0,3170.0,2667.0,2077.0,1738.0,1293.0,687.0,383.0,310.0,244.0,204.0,357.0,888288.0,2015
Marche,12302,12634.0,13105.0,13714.0,13887.0,14171.0,14239.0,13992.0,13803.0,13781.0,13768.0,13567.0,13712.0,13522.0,14016.0,13745.0,13922.0,13712.0,13703.0,13956.0,13828.0,14325.0,14993.0,15086.0,15406.0,15260.0,15814.0,15397.0,15974.0,16437.0,16509.0,17078.0,17900.0,17976.0,18695.0,19596.0,20914.0,21414.0,22123.0,23210.0,23754.0,23392.0,23837.0,24479.0,23852.0,24627.0,24386.0,24459.0,24584.0,24472.0,25095.0,23897.0,22620.0,22895.0,22167.0,21539.0,21029.0,20462.0,20656.0,19869.0,19249.0,18740.0,18567.0,18903.0,19261.0,18568.0,19162.0,18574.0,18734.0,15409.0,14937.0,15682.0,14870.0,14833.0,16845.0,17127.0,17064.0,15366.0,14111.0,14410.0,13484.0,12683.0,11280.0,11651.0,11101.0,9405.0,8965.0,8272.0,7121.0,6404.0,5231.0,4376.0,3500.0,2899.0,2310.0,1119.0,597.0,461.0,403.0,365.0,573.0,1545869.0,2015
Lazio,50241,51805.0,53657.0,53342.0,54122.0,54521.0,54970.0,54962.0,54549.0,52796.0,52983.0,52553.0,51588.0,51721.0,52463.0,51309.0,51708.0,51484.0,51829.0,52590.0,53552.0,54929.0,57460.0,57262.0,58983.0,59038.0,60924.0,60753.0,60970.0,63779.0,65986.0,67950.0,70588.0,72074.0,73407.0,76378.0,80872.0,82953.0,86401.0,90835.0,94890.0,94966.0,96003.0,96171.0,96138.0,97496.0,96594.0,96763.0,97438.0,97387.0,98909.0,92745.0,88744.0,86619.0,82917.0,80613.0,77273.0,76010.0,74225.0,73112.0,71640.0,67603.0,65969.0,65287.0,67129.0,66892.0,70670.0,70004.0,68019.0,53019.0,53178.0,55551.0,53703.0,53937.0,58816.0,56611.0,53924.0,49439.0,45390.0,45132.0,42253.0,38917.0,35604.0,34095.0,33101.0,27719.0,24336.0,21745.0,18944.0,15742.0,13475.0,11399.0,8856.0,7141.0,5572.0,2651.0,1531.0,1299.0,1068.0,832.0,1406.0,5744899.0,2015
Abruzzo,10407,10617.0,11163.0,11204.0,11579.0,11330.0,11678.0,11514.0,11372.0,11483.0,11563.0,11493.0,11276.0,11752.0,11860.0,11694.0,11931.0,11869.0,12151.0,12275.0,12759.0,13411.0,13907.0,14079.0,14523.0,14603.0,14770.0,14604.0,14866.0,15442.0,15742.0,15698.0,16334.0,16122.0,16515.0,17237.0,17872.0,17938.0,18837.0,19187.0,19995.0,19751.0,20319.0,20788.0,20373.0,21233.0,21077.0,21270.0,21460.0,21580.0,21765.0,20398.0,19664.0,19411.0,19035.0,18762.0,18055.0,17906.0,17601.0,17559.0,17235.0,16237.0,16068.0,16134.0,16741.0,17041.0,17240.0,16414.0,15902.0,11934.0,12834.0,12431.0,12010.0,12095.0,13777.0,13769.0,12550.0,12435.0,11481.0,11551.0,10855.0,10790.0,9483.0,9255.0,9278.0,7692.0,7023.0,6392.0,5482.0,4762.0,3879.0,3187.0,2691.0,2156.0,1657.0,841.0,468.0,316.0,367.0,288.0,436.0,1325836.0,2015
Molise,2182,2234.0,2253.0,2315.0,2464.0,2315.0,2511.0,2495.0,2503.0,2573.0,2585.0,2627.0,2653.0,2698.0,2802.0,2880.0,2887.0,2944.0,2977.0,3070.0,3197.0,3274.0,3526.0,3487.0,3481.0,3533.0,3630.0,3641.0,3529.0,3702.0,3726.0,3706.0,3740.0,3842.0,3727.0,3948.0,3962.0,4053.0,4168.0,4435.0,4585.0,4424.0,4518.0,4499.0,4487.0,4761.0,4759.0,4893.0,4950.0,4931.0,5053.0,4745.0,4644.0,4614.0,4712.0,4555.0,4342.0,4315.0,4315.0,4258.0,4294.0,3888.0,4029.0,3754.0,4051.0,4231.0,4130.0,3928.0,3624.0,2851.0,2784.0,2608.0,2563.0,2814.0,3231.0,3416.0,2950.0,2958.0,2931.0,2866.0,2857.0,2728.0,2409.0,2318.0,2331.0,1956.0,1729.0,1677.0,1402.0,1156.0,978.0,826.0,725.0,596.0,435.0,209.0,122.0,99.0,100.0,86.0,123.0,311398.0,2015
Campania,51080,52433.0,54524.0,55538.0,57318.0,59049.0,59803.0,60937.0,61313.0,61828.0,63939.0,64662.0,63995.0,65517.0,66663.0,66691.0,66795.0,67062.0,68417.0,69306.0,70818.0,73045.0,76574.0,76306.0,76002.0,75577.0,76388.0,73286.0,72455.0,73311.0,73745.0,74039.0,75181.0,73951.0,74603.0,76403.0,78442.0,79805.0,82985.0,85772.0,88875.0,87664.0,88047.0,88718.0,87278.0,89746.0,89700.0,90856.0,91427.0,91468.0,93536.0,87877.0,85796.0,84076.0,80687.0,79449.0,75474.0,74608.0,71271.0,72197.0,71216.0,65521.0,63457.0,63368.0,64652.0,64720.0,66057.0,63711.0,64250.0,52405.0,44582.0,48069.0,45900.0,43689.0,47820.0,46511.0,42611.0,40097.0,36864.0,36656.0,33595.0,32796.0,30127.0,28032.0,27061.0,22481.0,20118.0,17294.0,14614.0,12335.0,9931.0,8232.0,6391.0,4974.0,3675.0,1878.0,1104.0,884.0,737.0,625.0,1022.0,5804370.0,2015
Puglia,32823,33322.0,34437.0,35456.0,36683.0,37165.0,37699.0,38143.0,38365.0,39099.0,40554.0,40817.0,41042.0,42127.0,42978.0,42690.0,42756.0,43082.0,43711.0,44077.0,45064.0,46735.0,49168.0,48712.0,48736.0,48323.0,49155.0,47947.0,47047.0,46743.0,47948.0,48058.0,49262.0,49705.0,51111.0,53303.0,55223.0,57380.0,59477.0,61090.0,62717.0,60718.0,59859.0,61186.0,60911.0,62450.0,62722.0,63459.0,64267.0,64060.0,64988.0,60476.0,59018.0,58348.0,56883.0,55532.0,52590.0,53426.0,52102.0,51434.0,50057.0,48484.0,46596.0,48130.0,49669.0,49757.0,52595.0,49480.0,48826.0,41128.0,37199.0,37028.0,37728.0,35647.0,38662.0,37959.0,35630.0,33373.0,30706.0,30355.0,28931.0,27006.0,24884.0,23680.0,22939.0,19405.0,17211.0,15493.0,13002.0,10701.0,8899.0,7560.0,5944.0,4584.0,3712.0,1814.0,1088.0,839.0,697.0,559.0,953.0,4063269.0,2015
Basilicata,4084,4073.0,4445.0,4365.0,4549.0,4718.0,4854.0,4809.0,4963.0,4914.0,5257.0,5261.0,5417.0,5456.0,5634.0,5631.0,5620.0,5671.0,5806.0,5874.0,6079.0,6339.0,6868.0,6779.0,7124.0,7080.0,6946.0,6980.0,6845.0,7055.0,7142.0,6977.0,7036.0,6957.0,6912.0,7008.0,7425.0,7617.0,8056.0,8097.0,8351.0,8134.0,8333.0,8432.0,8606.0,8813.0,8866.0,9136.0,8874.0,9032.0,9344.0,8856.0,8973.0,8714.0,8574.0,8224.0,7967.0,7805.0,7950.0,7642.0,7673.0,7098.0,6970.0,6855.0,7105.0,7232.0,7435.0,6663.0,6109.0,4821.0,4687.0,4665.0,4715.0,4703.0,5586.0,5725.0,5443.0,5457.0,5104.0,4956.0,4935.0,4731.0,4128.0,3823.0,3917.0,3252.0,2959.0,2672.0,2329.0,1869.0,1443.0,1314.0,1075.0,826.0,614.0,275.0,167.0,152.0,128.0,97.0,179.0,573236.0,2015
Calabria,16303,16440.0,16805.0,16941.0,17469.0,17691.0,17845.0,17929.0,18392.0,18294.0,18750.0,18876.0,18614.0,19281.0,19765.0,19509.0,20069.0,20049.0,20740.0,21317.0,21950.0,23255.0,24228.0,24118.0,24878.0,25583.0,25927.0,25306.0,25010.0,24840.0,25032.0,24703.0,25080.0,24980.0,25143.0,25601.0,25750.0,26497.0,27626.0,27457.0,27745.0,27707.0,27894.0,28287.0,28010.0,29553.0,29196.0,29423.0,29565.0,29329.0,30674.0,29056.0,28933.0,28657.0,28276.0,27567.0,25689.0,26366.0,25555.0,25471.0,25349.0,23923.0,22633.0,23214.0,23654.0,23713.0,24017.0,23394.0,21453.0,16691.0,16734.0,16677.0,16450.0,15861.0,18041.0,17641.0,16639.0,15850.0,15405.0,15315.0,14581.0,14246.0,13022.0,12009.0,11300.0,9798.0,8450.0,7540.0,6631.0,5549.0,4654.0,3899.0,2935.0,2369.0,1910.0,903.0,592.0,438.0,376.0,298.0,583.0,1951733.0,2015
Sicilia,44318,43793.0,45673.0,45568.0,46829.0,47903.0,48817.0,48391.0,49317.0,50297.0,51222.0,50998.0,51071.0,52013.0,52665.0,53253.0,53173.0,54367.0,55504.0,56392.0,58267.0,61001.0,63707.0,63050.0,63850.0,63565.0,63862.0,61993.0,61330.0,61418.0,62290.0,61296.0,62886.0,62500.0,64292.0,64991.0,66713.0,67583.0,70808.0,72552.0,74822.0,73445.0,73681.0,75255.0,74522.0,76776.0,75831.0,76570.0,76155.0,75551.0,77662.0,73513.0,73291.0,71474.0,71520.0,67964.0,65780.0,65788.0,64264.0,64062.0,63485.0,58469.0,57945.0,57381.0,59392.0,59677.0,61757.0,60833.0,55832.0,47102.0,45160.0,43110.0,42686.0,42564.0,47994.0,45924.0,43523.0,38950.0,37559.0,37089.0,36170.0,34409.0,30412.0,28945.0,28893.0,23434.0,21195.0,17963.0,16095.0,13260.0,11575.0,8790.0,7278.0,5140.0,4038.0,2076.0,1255.0,943.0,830.0,647.0,1042.0,5028266.0,2015
Sardegna,11358,11713.0,12280.0,12778.0,13286.0,13293.0,13311.0,13329.0,13425.0,13463.0,13304.0,13792.0,13516.0,13847.0,14233.0,13995.0,13682.0,13989.0,14268.0,14743.0,15108.0,15722.0,16394.0,16964.0,17649.0,17542.0,17796.0,17923.0,18024.0,18755.0,19007.0,19515.0,20380.0,20456.0,21134.0,21369.0,23243.0,23815.0,24684.0,25860.0,26959.0,27017.0,26731.0,26713.0,26207.0,27312.0,26519.0,27345.0,27629.0,27644.0,28171.0,26946.0,26186.0,25835.0,25051.0,24517.0,24105.0,24120.0,23566.0,23033.0,23293.0,22157.0,21849.0,21556.0,21674.0,21048.0,21500.0,20554.0,19244.0,18066.0,17631.0,17013.0,17337.0,16118.0,17552.0,16440.0,14816.0,13592.0,13226.0,11942.0,12262.0,11573.0,10390.0,9536.0,9439.0,8114.0,7444.0,6212.0,5725.0,4464.0,4038.0,3343.0,2520.0,1838.0,1577.0,1003.0,549.0,380.0,334.0,277.0,465.0,1648642.0,2015
Piemonte,32789,34410.0,35448.0,36900.0,37108.0,38018.0,39095.0,39372.0,39199.0,38655.0,38361.0,38179.0,38329.0,37671.0,37742.0,38904.0,37763.0,37988.0,37743.0,37395.0,37458.0,37880.0,38341.0,39665.0,40291.0,41232.0,41168.0,42587.0,41953.0,43208.0,44701.0,45046.0,46697.0,48612.0,48946.0,50389.0,51995.0,55584.0,58561.0,61377.0,65082.0,67783.0,67830.0,69461.0,70584.0,70099.0,72508.0,72086.0,72069.0,72484.0,72398.0,73360.0,68495.0,65979.0,65245.0,63212.0,61859.0,60100.0,59860.0,58641.0,57591.0,56726.0,54786.0,54869.0,53892.0,56242.0,56738.0,59822.0,58430.0,56967.0,43554.0,46627.0,46254.0,46692.0,46972.0,51204.0,50437.0,48768.0,44165.0,40331.0,39769.0,36627.0,34002.0,32236.0,30100.0,29095.0,24718.0,21451.0,18802.0,15719.0,13106.0,10636.0,8721.0,7044.0,5453.0,3811.0,1926.0,1062.0,835.0,636.0,1515.0,4384226.0,2016
Valle D'Aosta/Vallée D'Aoste,977,1099.0,1051.0,1145.0,1202.0,1175.0,1242.0,1231.0,1238.0,1236.0,1158.0,1171.0,1187.0,1140.0,1186.0,1213.0,1185.0,1142.0,1069.0,1168.0,1109.0,1077.0,1099.0,1181.0,1161.0,1222.0,1209.0,1280.0,1248.0,1256.0,1312.0,1329.0,1393.0,1414.0,1326.0,1455.0,1441.0,1705.0,1624.0,1769.0,1860.0,1981.0,2011.0,2029.0,2106.0,2099.0,2213.0,2144.0,2201.0,2236.0,2185.0,2298.0,2130.0,1935.0,1953.0,1793.0,1879.0,1699.0,1706.0,1670.0,1663.0,1643.0,1616.0,1527.0,1545.0,1563.0,1612.0,1663.0,1576.0,1495.0,1153.0,1237.0,1307.0,1333.0,1317.0,1373.0,1291.0,1286.0,1091.0,1025.0,981.0,899.0,882.0,793.0,786.0,787.0,635.0,587.0,506.0,440.0,357.0,257.0,217.0,196.0,169.0,95.0,57.0,32.0,27.0,21.0,37.0,127030.0,2016
Lombardia,83792,86174.0,88211.0,91953.0,93669.0,96653.0,98679.0,98506.0,97272.0,97576.0,95118.0,95297.0,93352.0,92084.0,92926.0,94043.0,91695.0,90951.0,90204.0,89812.0,88687.0,89279.0,90831.0,93753.0,94548.0,96984.0,98273.0,102225.0,101193.0,102723.0,107760.0,111030.0,114987.0,120131.0,121660.0,124820.0,128796.0,136234.0,142760.0,148512.0,158757.0,164085.0,163843.0,165507.0,165886.0,164615.0,168850.0,168271.0,167563.0,170948.0,169479.0,168493.0,157574.0,149469.0,144864.0,139891.0,136259.0,129729.0,127329.0,125144.0,121504.0,118927.0,115272.0,114658.0,113511.0,118108.0,119252.0,123424.0,119438.0,122631.0,90270.0,96419.0,94760.0,96264.0,97997.0,105613.0,102505.0,97878.0,86736.0,77852.0,77976.0,71500.0,66045.0,62009.0,57293.0,53829.0,46104.0,40529.0,35059.0,29732.0,25069.0,20919.0,17170.0,13018.0,10388.0,7555.0,3782.0,2013.0,1537.0,1288.0,2904.0,9958447.0,2016
Trentino-Alto Adige/Südtirol,10142,10399.0,10458.0,10677.0,10744.0,11015.0,10869.0,11103.0,10992.0,11047.0,11257.0,11344.0,11080.0,10995.0,11293.0,11533.0,11443.0,11471.0,11467.0,11407.0,11177.0,11288.0,11211.0,11626.0,11544.0,11621.0,11548.0,11577.0,11474.0,11506.0,11815.0,11960.0,12360.0,12768.0,12664.0,12869.0,12937.0,13743.0,13785.0,14336.0,15087.0,16066.0,16194.0,16374.0,16970.0,16688.0,17592.0,17457.0,17379.0,17735.0,17980.0,17840.0,16743.0,15852.0,15811.0,15163.0,14689.0,13780.0,13502.0,13078.0,12502.0,12123.0,11882.0,11616.0,11314.0,11705.0,11161.0,11571.0,11210.0,12039.0,8536.0,9814.0,10343.0,10198.0,10156.0,9660.0,9231.0,8682.0,7751.0,7175.0,6988.0,6641.0,6274.0,5911.0,5496.0,5404.0,4566.0,4150.0,3656.0,3151.0,2800.0,2323.0,2077.0,1675.0,1282.0,932.0,491.0,202.0,143.0,101.0,308.0,1059765.0,2016
Veneto,38843,40451.0,41650.0,43756.0,44658.0,46069.0,46757.0,47727.0,47093.0,47120.0,46736.0,47348.0,46251.0,45786.0,45512.0,47271.0,46134.0,46090.0,45960.0,45496.0,44618.0,44976.0,45305.0,47236.0,47041.0,48185.0,47985.0,49242.0,47713.0,48578.0,51375.0,51739.0,52822.0,55169.0,56409.0,58204.0,60914.0,65282.0,67738.0,71086.0,74749.0,79765.0,79038.0,80434.0,81516.0,81673.0,83803.0,82852.0,83498.0,84276.0,84477.0,85058.0,79589.0,76570.0,75008.0,70906.0,70540.0,66027.0,64760.0,63599.0,61300.0,60277.0,58233.0,57284.0,56461.0,58709.0,57959.0,59486.0,58108.0,62745.0,42773.0,49398.0,50138.0,48416.0,47776.0,50032.0,48405.0,46132.0,41277.0,37715.0,37452.0,35056.0,31116.0,29584.0,27590.0,26532.0,22292.0,20624.0,18642.0,15740.0,13439.0,10988.0,9394.0,7185.0,5548.0,4205.0,1990.0,1115.0,850.0,661.0,1558.0,4890648.0,2016
Friuli-Venezia Giulia,8520,9160.0,9373.0,9769.0,9966.0,10384.0,10535.0,10440.0,10691.0,10642.0,10420.0,10526.0,10406.0,10278.0,10424.0,10658.0,10222.0,10148.0,10025.0,10221.0,9942.0,9928.0,10138.0,10826.0,10750.0,10993.0,11096.0,11506.0,10995.0,11474.0,12045.0,12254.0,12429.0,13169.0,13313.0,13773.0,14279.0,15593.0,15777.0,16760.0,17681.0,19226.0,19077.0,19698.0,19736.0,19955.0,20152.0,20034.0,20304.0,20280.0,20618.0,20976.0,19849.0,18753.0,18365.0,17747.0,17575.0,16549.0,16191.0,16043.0,15709.0,15512.0,15386.0,15197.0,15054.0,15991.0,15848.0,16865.0,16820.0,17698.0,12072.0,14467.0,14143.0,14156.0,14266.0,14934.0,14051.0,13306.0,12040.0,10763.0,10419.0,9440.0,8772.0,8260.0,7667.0,7586.0,6539.0,5826.0,5340.0,4805.0,4069.0,3580.0,2942.0,2411.0,2040.0,1521.0,697.0,342.0,279.0,211.0,527.0,1216208.0,2016
