"Tutte le cittadinanze - Anno: 2014"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
15;Campania;51080;52433;54524;55538;57318;59049;59803;60937;61313;61828;63939;64662;63995;65517;66663;66691;66795;67062;68417;69306;70818;73045;76574;76306;76002;75577;76388;73286;72455;73311;73745;74039;75181;73951;74603;76403;78442;79805;82985;85772;88875;87664;88047;88718;87278;89746;89700;90856;91427;91468;93536;87877;85796;84076;80687;79449;75474;74608;71271;72197;71216;65521;63457;63368;64652;64720;66057;63711;64250;52405;44582;48069;45900;43689;47820;46511;42611;40097;36864;36656;33595;32796;30127;28032;27061;22481;20118;17294;14614;12335;9931;8232;6391;4974;3675;1878;1104;884;737;625;1022
16;Puglia;32823;33322;34437;35456;36683;37165;37699;38143;38365;39099;40554;40817;41042;42127;42978;42690;42756;43082;43711;44077;45064;46735;49168;48712;48736;48323;49155;47947;47047;46743;47948;48058;49262;49705;51111;53303;55223;57380;59477;61090;62717;60718;59859;61186;60911;62450;62722;63459;64267;64060;64988;60476;59018;58348;56883;55532;52590;53426;52102;51434;50057;48484;46596;48130;49669;49757;52595;49480;48826;41128;37199;37028;37728;35647;38662;37959;35630;33373;30706;30355;28931;27006;24884;23680;22939;19405;17211;15493;13002;10701;8899;7560;5944;4584;3712;1814;1088;839;697;559;953
17;Basilicata;4084;4073;4445;4365;4549;4718;4854;4809;4963;4914;5257;5261;5417;5456;5634;5631;5620;5671;5806;5874;6079;6339;6868;6779;7124;7080;6946;6980;6845;7055;7142;6977;7036;6957;6912;7008;7425;7617;8056;8097;8351;8134;8333;8432;8606;8813;8866;9136;8874;9032;9344;8856;8973;8714;8574;8224;7967;7805;7950;7642;7673;7098;6970;6855;7105;7232;7435;6663;6109;4821;4687;4665;4715;4703;5586;5725;5443;5457;5104;4956;4935;4731;4128;3823;3917;3252;2959;2672;2329;1869;1443;1314;1075;826;614;275;167;152;128;97;179
18;Calabria;16303;16440;16805;16941;17469;17691;17845;17929;18392;18294;18750;18876;18614;19281;19765;19509;20069;20049;20740;21317;21950;23255;24228;24118;24878;25583;25927;25306;25010;24840;25032;24703;25080;24980;25143;25601;25750;26497;27626;27457;27745;27707;27894;28287;28010;29553;29196;29423;29565;29329;30674;29056;28933;28657;28276;27567;25689;26366;25555;25471;25349;23923;22633;23214;23654;23713;24017;23394;21453;16691;16734;16677;16450;15861;18041;17641;16639;15850;15405;15315;14581;14246;13022;12009;11300;9798;8450;7540;6631;5549;4654;3899;2935;2369;1910;903;592;438;376;298;583
19;Sicilia;44318;43793;45673;45568;46829;47903;48817;48391;49317;50297;51222;50998;51071;52013;52665;53253;53173;54367;55504;56392;58267;61001;63707;63050;63850;63565;63862;61993;61330;61418;62290;61296;62886;62500;64292;64991;66713;67583;70808;72552;74822;73445;73681;75255;74522;76776;75831;76570;76155;75551;77662;73513;73291;71474;71520;67964;65780;65788;64264;64062;63485;58469;57945;57381;59392;59677;61757;60833;55832;47102;45160;43110;42686;42564;47994;45924;43523;38950;37559;37089;36170;34409;30412;28945;28893;23434;21195;17963;16095;13260;11575;8790;7278;5140;4038;2076;1255;943;830;647;1042
20;Sardegna;11358;11713;12280;12778;13286;13293;13311;13329;13425;13463;13304;13792;13516;13847;14233;13995;13682;13989;14268;14743;15108;15722;16394;16964;17649;17542;17796;17923;18024;18755;19007;19515;20380;20456;21134;21369;23243;23815;24684;25860;26959;27017;26731;26713;26207;27312;26519;27345;27629;27644;28171;26946;26186;25835;25051;24517;24105;24120;23566;23033;23293;22157;21849;21556;21674;21048;21500;20554;19244;18066;17631;17013;17337;16118;17552;16440;14816;13592;13226;11942;12262;11573;10390;9536;9439;8114;7444;6212;5725;4464;4038;3343;2520;1838;1577;1003;549;380;334;277;465
;Totale;499940;511448;532895;539900;555647;564915;571217;568782;569129;565607;570929;566055;562246;567956;578507;568252;568447;567946;570728;572067;581875;596841;622716;623610;635226;636172;651427;639283;643403;665331;678538;692273;715538;722073;739783;765110;806726;833639;871157;912804;950732;945247;955105;965223;957607;983789;977252;981170;991110;989559;1002737;940784;908854;890949;863111;842569;804978;797381;780974;766096;753862;718861;706848;703996;728804;732105;762719;744050;741832;570390;583984;586521;579300;578208;630060;613015;586884;534331;491887;490262;461054;432359;400186;380759;369558;314699;284028;252492;218748;187719;158541;133214;105794;84702;65141;32689;18513;14483;12386;10728;18420
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
"Tutte le cittadinanze - Anno: 2016"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
01;Piemonte;32789;34410;35448;36900;37108;38018;39095;39372;39199;38655;38361;38179;38329;37671;37742;38904;37763;37988;37743;37395;37458;37880;38341;39665;40291;41232;41168;42587;41953;43208;44701;45046;46697;48612;48946;50389;51995;55584;58561;61377;65082;67783;67830;69461;70584;70099;72508;72086;72069;72484;72398;73360;68495;65979;65245;63212;61859;60100;59860;58641;57591;56726;54786;54869;53892;56242;56738;59822;58430;56967;43554;46627;46254;46692;46972;51204;50437;48768;44165;40331;39769;36627;34002;32236;30100;29095;24718;21451;18802;15719;13106;10636;8721;7044;5453;3811;1926;1062;835;636;1515
02;Valle D'Aosta/Vallée D'Aoste;977;1099;1051;1145;1202;1175;1242;1231;1238;1236;1158;1171;1187;1140;1186;1213;1185;1142;1069;1168;1109;1077;1099;1181;1161;1222;1209;1280;1248;1256;1312;1329;1393;1414;1326;1455;1441;1705;1624;1769;1860;1981;2011;2029;2106;2099;2213;2144;2201;2236;2185;2298;2130;1935;1953;1793;1879;1699;1706;1670;1663;1643;1616;1527;1545;1563;1612;1663;1576;1495;1153;1237;1307;1333;1317;1373;1291;1286;1091;1025;981;899;882;793;786;787;635;587;506;440;357;257;217;196;169;95;57;32;27;21;37
03;Lombardia;83792;86174;88211;91953;93669;96653;98679;98506;97272;97576;95118;95297;93352;92084;92926;94043;91695;90951;90204;89812;88687;89279;90831;93753;94548;96984;98273;102225;101193;102723;107760;111030;114987;120131;121660;124820;128796;136234;142760;148512;158757;164085;163843;165507;165886;164615;168850;168271;167563;170948;169479;168493;157574;149469;144864;139891;136259;129729;127329;125144;121504;118927;115272;114658;113511;118108;119252;123424;119438;122631;90270;96419;94760;96264;97997;105613;102505;97878;86736;77852;77976;71500;66045;62009;57293;53829;46104;40529;35059;29732;25069;20919;17170;13018;10388;7555;3782;2013;1537;1288;2904
04;Trentino-Alto Adige/Südtirol;10142;10399;10458;10677;10744;11015;10869;11103;10992;11047;11257;11344;11080;10995;11293;11533;11443;11471;11467;11407;11177;11288;11211;11626;11544;11621;11548;11577;11474;11506;11815;11960;12360;12768;12664;12869;12937;13743;13785;14336;15087;16066;16194;16374;16970;16688;17592;17457;17379;17735;17980;17840;16743;15852;15811;15163;14689;13780;13502;13078;12502;12123;11882;11616;11314;11705;11161;11571;11210;12039;8536;9814;10343;10198;10156;9660;9231;8682;7751;7175;6988;6641;6274;5911;5496;5404;4566;4150;3656;3151;2800;2323;2077;1675;1282;932;491;202;143;101;308
05;Veneto;38843;40451;41650;43756;44658;46069;46757;47727;47093;47120;46736;47348;46251;45786;45512;47271;46134;46090;45960;45496;44618;44976;45305;47236;47041;48185;47985;49242;47713;48578;51375;51739;52822;55169;56409;58204;60914;65282;67738;71086;74749;79765;79038;80434;81516;81673;83803;82852;83498;84276;84477;85058;79589;76570;75008;70906;70540;66027;64760;63599;61300;60277;58233;57284;56461;58709;57959;59486;58108;62745;42773;49398;50138;48416;47776;50032;48405;46132;41277;37715;37452;35056;31116;29584;27590;26532;22292;20624;18642;15740;13439;10988;9394;7185;5548;4205;1990;1115;850;661;1558
06;Friuli-Venezia Giulia;8520;9160;9373;9769;9966;10384;10535;10440;10691;10642;10420;10526;10406;10278;10424;10658;10222;10148;10025;10221;9942;9928;10138;10826;10750;10993;11096;11506;10995;11474;12045;12254;12429;13169;13313;13773;14279;15593;15777;16760;17681;19226;19077;19698;19736;19955;20152;20034;20304;20280;20618;20976;19849;18753;18365;17747;17575;16549;16191;16043;15709;15512;15386;15197;15054;15991;15848;16865;16820;17698;12072;14467;14143;14156;14266;14934;14051;13306;12040;10763;10419;9440;8772;8260;7667;7586;6539;5826;5340;4805;4069;3580;2942;2411;2040;1521;697;342;279;211;527
07;Liguria;10105;10721;10920;11534;11350;11789;12354;12591;12321;12472;12419;12496;12231;12539;12599;12715;12484;12561;12555;12875;12540;12712;13011;13755;13565;13616;13667;13993;13653;13593;14255;14380;14733;14808;15441;15265;15991;17404;18520;19534;21071;22474;22914;24096;24381;24629;25235;25496;25348;26441;27013;27235;25570;24695;23923;23122;22869;21937;21669;21136;20410;20449;19789;19245;19133;20542;20865;22066;22701;22872;16543;18670;18179;18698;19209;20599;20092;19623;17908;16364;15993;14921;14240;13589;12925;12435;10920;9520;8305;7084;6094;4999;4235;3356;2643;2019;953;603;460;365;805
08;Emilia-Romagna;35758;36862;38133;39505;40199;41542;42419;41938;41659;41209;40524;39959;38950;39104;38823;39315;37818;37452;37386;37057;36685;37272;37510;39069;39896;40940;41163;42127;42459;43533;46049;47701;49246;51219;52109;54270;56759;60644;63361;66712;70327;73565;73704;74096;74615;73473;74565;74070;72976;73714;72770;74127;69246;67021;65580;63527;62058;59153;58955;57923;55565;54065;51706;50955;50402;52648;53263;56270;55946;56602;39995;44505;44163;43328;44139;47730;46678;46052;41275;37325;38395;36666;33224;30189;29127;28294;24178;22027;19628;16655;15049;12376;10458;8201;6610;4752;2441;1268;967;804;1758
09;Toscana;27352;29045;29503;31231;31640;32516;32659;33683;33397;33001;32848;32857;32033;32233;32027;32323;31047;31251;31114;30998;30896;31218;31640;33325;33746;34927;35075;36586;35917;36147;38345;39047;40429;41645;42504;43886;46029;49070;51017;53626;56408;59057;59568;60194;60690;59675;61345;60472;60864;61699;61743;62283;58322;56377;55015;53477;52189;50288;49367;48584;47641;47116;44773;44500;44249;45651;47668;50873;50677;50992;39578;39319;39522;37681;38804;43064;41395;41286;36789;33081;33310;30534;28679;26368;25793;24814;21231;19486;17172;14651;12640;10672;8764;6802;5528;4121;1981;1009;737;659;1362
10;Umbria;6466;6953;7244;7476;7548;7790;7749;8227;8144;7977;7973;7761;7645;7651;7564;7739;7603;7547;7509;7564;7649;7752;7977;8406;8323;8565;8792;9188;8933;9132;9489;9554;10256;10138;10472;10602;11024;11598;12068;12524;13122;13690;13551;13460;13669;13471;13917;13935;13767;13797;14267;14355;13440;13088;13011;12915;12339;11646;11443;11597;11394;11147;10914;10297;10790;10946;11416;12171;11269;10862;8648;9173;9595;8864;8947;9892;9612;9753;8619;7837;7922;7615;7050;6329;6504;6216;5055;4649;4237;3726;3219;2675;2186;1654;1374;990;520;267;213;148;345
11;Marche;11824;12275;12609;12987;13651;13795;14136;14202;13998;13778;13766;13728;13559;13672;13524;13988;13774;13914;13797;13780;13962;13863;14384;15045;15100;15442;15374;15735;15361;15935;16376;16509;17010;17782;17901;18645;19531;20830;21396;22022;23186;23755;23366;23742;24398;23777;24570;24289;24380;24538;24377;25023;23792;22577;22867;22053;21487;20899;20379;20558;19751;19121;18632;18438;18768;19160;18440;19051;18424;18503;15236;14767;15461;14644;14579;16515;16774;16667;14938;13682;13936;12911;12089;10693;10888;10299;8628;8121;7392;6262;5537;4400;3600;2775;2271;1766;809;418;315;257;551
12;Lazio;47992;50215;51595;53715;53489;54345;54698;55098;55171;54721;52962;53206;52749;51739;51940;52661;51508;51997;51872;52497;53242;54076;55471;58169;57935;59659;59732;61721;61624;61888;64728;66927;68822;71603;72929;74325;77142;81617;83589;86979;91337;95358;95324;96433;96499;96498;97757;96855;97034;97578;97506;99021;92754;88766;86623;82869;80508;77131;75856;73971;72804;71288;67230;65640;64807;66588;66290;69945;69167;67150;52303;52350;54599;52600;52857;57482;55182;52393;47877;43763;43344;40328;36915;33531;31766;30662;25296;21957;19342;16547;13551;11371;9442;7089;5633;4276;1965;1131;947;741;1333
13;Abruzzo;10123;10350;10583;11127;11170;11547;11283;11672;11474;11356;11508;11540;11467;11293;11726;11850;11697;11944;11919;12218;12288;12819;13503;13969;14090;14512;14515;14781;14530;14765;15368;15608;15607;16241;16103;16490;17143;17831;17891;18818;19146;19982;19739;20289;20766;20322;21206;21008;21217;21385;21512;21677;20317;19586;19316;18992;18673;17987;17790;17537;17451;17132;16134;15977;16019;16623;16902;17073;16237;15689;11773;12656;12242;11781;11811;13483;13440;12207;12008;11082;11077;10375;10199;8928;8616;8541;7025;6354;5656;4716;4044;3261;2611;2161;1697;1250;637;331;228;248;453
14;Molise;2161;2191;2197;2254;2315;2461;2317;2489;2489;2499;2568;2580;2622;2660;2698;2808;2888;2917;2989;3039;3129;3250;3326;3562;3517;3492;3580;3662;3656;3546;3685;3703;3682;3745;3821;3693;3916;3959;4062;4147;4433;4564;4417;4509;4508;4505;4745;4770;4893;4935;4916;5060;4746;4621;4613;4698;4531;4320;4300;4292;4242;4261;3870;4009;3714;4037;4228;4080;3891;3587;2812;2750;2578;2516;2769;3148;3307;2859;2843;2836;2751;2696;2574;2267;2137;2161;1790;1560;1501;1232;984;831;660;582;457;331;153;96;77;67;131
15;Campania;50724;51026;52217;54496;55576;57283;59015;59711;60840;61287;61788;63840;64611;63994;65515;66690;66734;66885;67339;68651;69334;70815;72860;76283;75944;75629;75153;75736;72696;71832;72818;73373;73663;74938;73801;74486;76225;78346;79770;82957;85777;88761;87599;88052;88556;87164;89597;89529;90640;91219;91197;93242;87542;85477;83659;80253;79049;75012;74104;70760;71662;70665;64925;62856;62730;63954;63923;65166;62657;63171;51347;43727;46980;44800;42523;46412;45002;41059;38409;35216;34785;31696;30648;27962;25701;24488;20152;17681;15134;12515;10271;8174;6568;5019;3824;2726;1357;742;606;484;996
16;Puglia;31284;32705;33282;34391;35404;36681;37143;37672;38100;38345;39040;40481;40777;40968;42048;42931;42648;42781;43183;43780;43980;45023;46597;48929;48353;48327;47696;48506;47330;46484;46216;47489;47670;48914;49406;50870;53167;55040;57187;59320;60980;62549;60558;59700;61053;60744;62311;62512;63314;64011;63830;64730;60261;58743;58083;56610;55275;52352;53111;51797;51130;49741;48091;46229;47739;49271;49268;51961;48852;48118;40541;36561;36333;36964;34884;37747;36934;34507;32319;29523;29000;27578;25461;23426;21941;21043;17590;15433;13712;11224;9130;7369;6243;4768;3544;2797;1336;774;581;484;916
17;Basilicata;4066;4045;4084;4456;4367;4525;4728;4866;4811;4950;4917;5263;5252;5417;5453;5631;5637;5636;5707;5824;5918;6095;6358;6851;6780;7131;7026;6911;6927;6795;6993;7014;6909;6947;6861;6816;6983;7390;7554;8004;8075;8322;8095;8332;8411;8579;8827;8849;9112;8874;9034;9313;8839;8957;8692;8551;8193;7931;7762;7916;7606;7627;7041;6923;6795;7051;7161;7338;6593;6025;4765;4613;4570;4633;4585;5435;5585;5276;5269;4913;4752;4732;4452;3872;3566;3613;2979;2669;2368;2000;1567;1210;1070;862;665;465;208;121;114;76;160
18;Calabria;16201;16276;16349;16730;16931;17438;17674;17815;17913;18365;18229;18739;18862;18574;19277;19777;19494;20123;20167;20837;21342;21944;23229;24129;24135;24792;25359;25660;25082;24766;24600;24794;24515;24929;24789;25066;25467;25636;26340;27558;27347;27660;27592;27827;28215;27934;29483;29118;29322;29461;29212;30548;28903;28814;28547;28125;27437;25568;26240;25430;25339;25182;23772;22489;23016;23425;23455;23763;23119;21152;16410;16425;16332;16059;15504;17610;17166;16074;15297;14787;14617;13815;13406;12213;11114;10309;8929;7564;6610;5722;4740;3865;3212;2362;1850;1478;675;429;296;265;552
19;Sicilia;42901;44020;43560;45444;45410;46716;47774;48664;48272;49177;50133;51101;50872;50984;51984;52766;53318;53271;54713;55664;56446;58258;60881;63572;62726;63394;63020;63148;61264;60717;60796;61777;60814;62361;62173;64007;64656;66506;67312;70497;72212;74565;73171;73485;74990;74285;76532;75539;76309;75890;75256;77327;73193;72910;71105;71213;67581;65413;65384;63858;63624;62995;58030;57405;56871;58798;58968;60958;59985;55002;46253;44388;42212;41616;41479;46730;44540;42018;37471;35951;35367;34192;32347;28354;26729;26310;21119;18831;15673;13797;11079;9547;7115;5726;3953;3047;1527;895;661;533;1017
20;Sardegna;10957;11330;11650;12258;12777;13272;13290;13300;13302;13423;13473;13267;13786;13514;13816;14241;13990;13696;14004;14331;14787;15129;15759;16402;16961;17629;17473;17773;17847;17913;18620;18947;19414;20297;20350;21078;21264;23196;23742;24665;25847;26945;26960;26690;26685;26217;27256;26501;27344;27610;27585;28132;26924;26138;25776;24975;24450;24036;24055;23473;22894;23157;22030;21727;21390;21523;20867;21268;20340;19001;17790;17384;16742;17045;15788;17165;16070;14409;13217;12762;11450;11693;10977;9802;8909;8798;7478;6781;5565;5020;3840;3457;2773;2080;1465;1204;765;396;269;209;470
;Totale;482977;499707;510117;531804;539174;555014;564416;570307;568376;568836;565198;570683;566021;562296;568077;579057;569082;569765;570722;574614;575189;584654;599431;625753;626406;638292;638904;653944;641855;645791;667346;680181;693458;716830;722978;741009;765659;807208;834054;871203;912484;950153;944551;954408;964234;956402;982464;975787;979534;989111;987355;1000098;938229;906328;888056;860092;839440;801557;793763;777007;761782;749154;714112;701841;698200;722535;725284;754814;735440;732301;562352;575250;576453;568288;566362;615828;597697;570235;517299;473983;470284;439915;409352;376316;354648;341216;287224;255800;224300;190738;160585;132910;109458;84966;66394;49341;24270;13246;10142;8258;17698
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
"Tutte le cittadinanze - Anno: 2017"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
01;Piemonte;31621;32815;34408;35336;36707;36970;37855;38990;39257;39126;38566;38233;38131;38283;37647;37684;38896;37833;38448;38432;38074;38174;38484;38999;40356;40892;42132;41793;43142;42350;43558;44886;45234;46851;48787;48965;50504;51839;55518;58480;61236;64920;67584;67599;69391;70424;69904;72275;71817;71793;72268;72120;73106;68266;65704;65055;62924;61587;59769;59563;58360;57214;56408;54451;54448;53472;55790;56172;59160;57826;56242;42896;45848;45375;45732;45919;50008;49115;47278;42639;38739;38039;34871;32077;30213;27909;26701;22595;19164;16478;13629;11174;8853;7138;5616;4199;2890;1393;792;589;1375
02;Valle D'Aosta/Vallée D'Aoste;949;976;1078;1052;1139;1204;1164;1252;1227;1235;1230;1157;1173;1187;1137;1180;1218;1186;1164;1095;1196;1129;1102;1125;1202;1168;1245;1214;1286;1244;1256;1294;1302;1393;1402;1338;1469;1439;1692;1637;1761;1862;1974;2002;2033;2101;2079;2215;2135;2195;2229;2177;2293;2119;1929;1942;1783;1872;1680;1689;1660;1656;1630;1597;1525;1540;1554;1601;1639;1555;1487;1132;1219;1282;1308;1283;1326;1266;1255;1061;990;938;850;837;748;713;722;581;518;441;377;300;214;173;169;131;76;42;22;17;36
03;Lombardia;81149;83965;86314;88155;91821;93576;96535;98565;98366;97244;97468;95112;95261;93244;92057;92933;94144;91905;91497;91601;91095;89930;90332;91943;95141;96247;98976;100344;104112;103093;104582;109282;112308;116129;121161;122502;125426;129082;136617;143023;148617;158718;163962;163842;165325;165755;164378;168601;167916;167374;170624;169218;168055;157139;149020;144440;139413;135657;129162;126609;124451;120832;118224;114430;113787;112508;117094;118125;122065;118002;121065;89064;94881;93175;94512;95996;103227;99928;95139;84079;75073;74786;68192;62524;58356;53395;49699;42142;36552;31177;25884;21523;17614;14177;10584;8173;5857;2835;1471;1115;2644
04;Trentino-Alto Adige/Südtirol;10069;10181;10468;10492;10698;10792;10987;10851;11099;10991;11069;11289;11374;11080;11030;11312;11570;11468;11571;11607;11507;11291;11403;11294;11771;11704;11749;11677;11687;11540;11649;11915;12040;12401;12771;12721;12890;13002;13769;13801;14408;15116;16080;16182;16376;16966;16664;17538;17423;17355;17722;17961;17847;16745;15827;15782;15126;14647;13747;13463;13043;12476;12066;11846;11547;11245;11644;11093;11467;11108;11906;8449;9699;10194;10018;9964;9492;9018;8484;7548;6955;6748;6404;6006;5556;5159;5036;4162;3778;3217;2804;2406;1953;1750;1367;999;738;356;146;95;237
05;Veneto;37695;38884;40456;41501;43648;44463;45845;46561;47560;46911;47005;46593;47249;46128;45698;45387;47186;46095;46320;46325;45876;45016;45285;45787;47583;47476;48668;48398;49675;48007;48843;51582;51939;52992;55287;56540;58253;60898;65194;67738;70970;74602;79593;78939;80320;81311;81452;83616;82709;83372;84072;84202;84741;79335;76345;74746;70696;70255;65783;64461;63303;61010;59925;57887;56884;55991;58243;57434;58954;57563;62019;42254;48711;49376;47560;46871;48971;47298;44944;39964;36407;35895;33487;29517;27843;25734;24564;20301;18570;16476;13731;11449;9167;7678;5709;4260;3160;1431;804;564;1397
06;Friuli-Venezia Giulia;8447;8570;9144;9369;9766;9940;10393;10494;10436;10672;10640;10405;10495;10402;10274;10428;10667;10221;10242;10111;10355;10055;10049;10277;10951;10869;11172;11243;11647;11096;11558;12106;12347;12486;13192;13324;13808;14262;15579;15760;16723;17695;19222;19058;19696;19750;19934;20100;19993;20276;20267;20552;20928;19828;18755;18296;17732;17543;16508;16161;15941;15636;15422;15289;15104;14944;15888;15698;16683;16648;17479;11903;14232;13884;13899;13977;14561;13711;12941;11683;10427;10004;8993;8323;7784;7129;7062;5963;5246;4735;4185;3529;3012;2413;1941;1632;1187;522;259;198;473
07;Liguria;9858;10112;10738;10921;11542;11343;11791;12385;12623;12331;12519;12450;12527;12248;12541;12649;12805;12574;12775;12863;13157;12838;12934;13270;14006;13775;13946;13861;14273;13825;13858;14422;14497;14831;14840;15486;15368;16137;17436;18534;19610;21090;22497;22922;24149;24424;24616;25192;25493;25359;26437;26935;27186;25503;24600;23846;23033;22822;21880;21569;21051;20316;20321;19682;19130;19003;20355;20637;21799;22434;22551;16304;18389;17828;18302;18770;20072;19555;19011;17346;15733;15322;14175;13438;12752;12032;11450;9964;8580;7350;6216;5223;4230;3464;2716;2041;1519;719;439;341;767
08;Emilia-Romagna;34484;35972;37036;38150;39417;40171;41560;42280;41858;41664;41238;40510;39980;39010;39158;38893;39407;38036;37923;38099;37684;37485;37944;38295;40013;40825;42091;42329;43324;43599;44573;46859;48460;49843;51689;52520;54668;57047;60940;63567;66863;70467;73612;73733;74050;74580;73487;74483;74042;72936;73625;72704;74005;69110;66877;65404;63380;61872;58939;58733;57701;55314;53807;51460;50620;50000;52318;52809;55767;55408;56005;39469;43902;43487;42545;43259;46763;45622;44881;40048;36019;37011;35004;31485;28413;27172;26031;22082;19844;17394;14496;12860;10392;8601;6579;5108;3596;1806;907;659;1621
09;Toscana;26807;27455;29019;29463;31187;31591;32503;32644;33672;33392;33046;32898;32861;32028;32282;32033;32367;31185;31706;31821;31672;31456;31748;32304;34021;34228;35692;35672;37220;36623;36790;38760;39517;40794;41919;42642;44101;46171;49244;50998;53693;56437;59106;59615;60175;60656;59643;61307;60447;60822;61615;61660;62172;58181;56158;54861;53298;52031;50068;49101;48321;47351;46843;44523;44203;43891;45296;47260;50355;50148;50454;39090;38735;38837;36990;37994;42126;40310;40158;35648;31922;31964;29099;27197;24836;24080;22886;19363;17448;15198;12745;10766;8871;7167;5440;4227;3133;1480;715;516;1227
10;Umbria;6326;6460;6921;7192;7483;7546;7759;7732;8213;8132;7950;7970;7745;7631;7633;7554;7707;7604;7595;7619;7660;7757;7809;8043;8456;8379;8606;8794;9251;8959;9160;9500;9555;10253;10188;10517;10584;11026;11561;12049;12508;13105;13676;13567;13472;13647;13479;13909;13895;13735;13759;14242;14354;13438;13053;13005;12881;12267;11608;11402;11565;11338;11082;10895;10266;10747;10877;11334;12064;11178;10719;8540;9065;9432;8703;8794;9677;9414;9492;8369;7559;7614;7286;6701;5978;6012;5707;4628;4148;3759;3262;2765;2250;1738;1304;1065;741;380;189;155;319
11;Marche;11391;11823;12240;12527;12931;13572;13746;14090;14139;13954;13776;13752;13690;13545;13645;13501;13979;13780;14022;13973;13898;14072;13958;14485;15101;15161;15525;15441;15727;15382;15875;16321;16439;17008;17757;17929;18603;19528;20752;21381;21955;23161;23652;23334;23636;24331;23686;24507;24267;24313;24473;24282;24975;23754;22544;22820;21962;21399;20813;20345;20483;19686;19025;18538;18367;18658;19000;18315;18887;18225;18287;15040;14572;15220;14392;14281;16210;16401;16286;14469;13184;13428;12360;11461;10052;10165;9511;7811;7309;6513;5439;4730;3649;2978;2230;1761;1332;584;299;206;488
12;Lazio;47019;48052;49997;51277;53646;53454;54487;54756;55137;55250;54826;53047;53337;52843;51854;52034;52781;51606;52410;52529;53180;53839;54634;55981;58689;58409;60306;60418;62519;62402;62685;65727;67895;69592;72470;73608;75115;77716;82213;84000;87374;91819;95715;95578;96782;96720;96697;98027;97044;97152;97662;97554;99093;92835;88730;86509;82766;80308;76925;75578;73719;72423;70939;66787;65154;64259;66016;65603;69157;68268;66246;51460;51478;53575;51537;51706;56141;53649;50742;46271;42157;41390;38341;34841;31330;29506;28201;22917;19601;17057;14428;11563;9533;7694;5742;4449;3249;1494;840;661;1360
13;Abruzzo;9969;10097;10342;10509;11053;11145;11541;11260;11671;11468;11358;11495;11521;11464;11313;11716;11847;11711;12084;12073;12305;12451;12907;13555;14030;14084;14482;14460;14749;14478;14774;15247;15496;15470;16114;16002;16429;17052;17767;17818;18730;19127;19941;19717;20246;20704;20308;21162;20953;21179;21346;21417;21608;20246;19506;19210;18913;18631;17923;17735;17452;17379;17062;16018;15886;15931;16481;16731;16937;16030;15482;11639;12482;12030;11574;11600;13151;13107;11877;11568;10685;10601;9877;9601;8357;7997;7804;6344;5689;5006;4069;3403;2723;2162;1737;1310;931;459;229;160;460
