"Tutte le cittadinanze - Anno: 2014"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
14;Molise;2071;2171;2189;2196;2261;2310;2458;2305;2486;2485;2488;2561;2578;2621;2655;2707;2814;2917;3011;3050;3085;3135;3285;3383;3584;3547;3509;3559;3648;3635;3498;3655;3631;3636;3721;3765;3679;3891;3942;4042;4135;4392;4544;4400;4490;4478;4493;4721;4750;4884;4916;4907;5059;4733;4606;4605;4676;4503;4280;4277;4270;4226;4229;3858;4001;3691;4000;4177;4047;3848;3560;2771;2711;2548;2474;2702;3070;3225;2768;2751;2737;2618;2563;2419;2115;1985;2011;1664;1390;1314;1071;825;703;556;466;382;273;121;66;58;123
15;Campania;49841;50483;50956;52107;54473;55562;57214;58900;59603;60769;61180;61719;63770;64582;63937;65495;66664;66859;67286;67855;68837;69419;70745;72540;75859;75243;74821;74325;74923;72031;71087;72346;72909;73162;74579;73615;74231;76067;78173;79680;82761;85600;88623;87353;87829;88426;86923;89330;89305;90353;90989;90882;92875;87150;85115;83259;79787;78606;74530;73610;70265;71058;70091;64263;62157;62088;63199;63073;64216;61656;62064;50372;42850;45881;43643;41367;44970;43499;39507;36842;33634;33006;29748;28622;25862;23573;22124;18060;15590;13182;10678;8640;6649;5307;3928;2903;2076;967;534;415;942
16;Puglia;30807;31194;32573;33193;34318;35418;36631;37093;37627;38017;38269;38979;40361;40719;40865;41941;42854;42638;43045;43359;43767;43894;44790;46312;48486;47800;47665;47009;47868;46671;45823;45741;46984;47235;48561;49075;50489;52972;54770;57022;59150;60775;62328;60347;59501;60861;60544;62130;62364;63066;63780;63585;64479;60026;58507;57851;56374;55009;52062;52764;51484;50803;49347;47760;45880;47326;48821;48686;51347;48166;47379;39915;35985;35647;36168;34096;36790;35884;33477;31204;28342;27739;26183;23974;21858;20234;19170;15880;13792;12114;9688;7726;6163;5102;3813;2748;2084;1006;594;406;948
17;Basilicata;3989;4042;4039;4057;4455;4394;4517;4714;4875;4815;4957;4917;5256;5268;5414;5454;5650;5656;5702;5747;5884;5953;6124;6355;6853;6752;7076;6952;6782;6826;6679;6848;6893;6803;6879;6774;6772;6917;7321;7476;7976;8062;8298;8084;8315;8385;8544;8803;8820;9109;8857;9022;9306;8812;8919;8662;8505;8175;7905;7734;7884;7557;7572;6974;6875;6744;6981;7086;7234;6520;5970;4688;4540;4508;4521;4475;5308;5436;5100;5098;4723;4545;4481;4191;3632;3288;3289;2713;2338;2078;1704;1336;1012;863;682;508;359;156;80;72;154
18;Calabria;15897;16122;16204;16297;16703;16892;17409;17649;17749;17867;18364;18202;18714;18821;18560;19244;19815;19559;20369;20342;20957;21437;22050;23218;24102;24003;24615;25026;25423;24846;24512;24459;24513;24315;24730;24575;24869;25331;25548;26193;27466;27236;27540;27443;27726;28059;27867;29342;28996;29225;29356;29151;30436;28765;28644;28410;28015;27331;25429;26116;25317;25172;25013;23590;22295;22808;23208;23205;23462;22792;20830;16133;16133;16016;15720;15107;17145;16653;15505;14681;14113;13935;13067;12592;11377;10272;9435;8071;6794;5785;4925;4032;3234;2634;1842;1442;1151;505;299;220;533
19;Sicilia;41134;42622;43709;43134;45198;45187;46562;47660;48532;48114;48997;49987;50934;50775;50818;51929;52908;53573;54362;54923;55534;56215;57910;60328;63014;62002;62585;62104;62254;60329;59857;59993;61102;60160;61754;61637;63622;64286;66096;66953;70236;71835;74278;72842;73169;74700;74023;76281;75281;76019;75550;74953;77004;72828;72521;70741;70828;67233;65017;64960;63392;63144;62549;57581;56901;56352;58134;58302;60199;59117;54070;45442;43511;41281;40641;40397;45424;43146;40588;35987;34429;33491;32284;30288;26301;24586;23873;19040;16731;13647;11820;9342;7878;5719;4548;3077;2324;1129;631;493;1019
20;Sardegna;10433;10979;11269;11641;12238;12785;13266;13303;13319;13297;13405;13483;13275;13769;13488;13833;14234;14014;13837;14114;14450;14908;15176;15774;16402;16971;17575;17388;17668;17759;17839;18532;18825;19302;20238;20310;21032;21198;23198;23679;24619;25832;26966;26936;26641;26660;26220;27221;26468;27339;27539;27525;28099;26885;26109;25677;24901;24363;23977;23961;23394;22789;23041;21914;21581;21248;21323;20656;21029;20106;18753;17515;17082;16422;16728;15469;16772;15633;13982;12800;12276;11023;11108;10415;9232;8282;8159;6826;6108;4949;4390;3284;2893;2246;1674;1139;948;575;291;205;435
;Totale;469956;482975;499100;508569;530684;538315;554223;563484;569449;567734;568351;564759;570232;565648;562006;567907;579513;570420;575369;577538;580173;580454;588669;603268;629620;629535;642436;642007;657178;644695;648456;669475;681886;694656;718039;723845;741912;765861;807330;833831;870791;911851;949191;943493;953322;962938;954941;980760;974118;977856;987086;985049;997621;935698;903469;885121;856993;836111;798005;789831;773056;757380;744596;709343;696611;692446;716222;717997;746468;726598;722568;554076;566025;565998;556967;554027;601204;581870;553415;500056;456104;450097;418373;386509;352595;329223;313435;261107;229190;197870;165541;136876;110993;89560;68087;51554;37624;17960;9607;7145;16558
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
"Tutte le cittadinanze - Anno: 2018"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
01;Piemonte;30680;31895;32793;34333;35154;36574;36821;37682;38798;39068;38957;38409;38139;38069;38192;37597;37662;39004;38476;39537;39132;38802;38659;39042;39599;40899;41399;42648;42205;43514;42581;43662;44869;45317;46747;48691;48820;50303;51665;55307;58256;61021;64585;67425;67366;69155;70192;69620;72051;71536;71584;72028;71809;72793;67958;65482;64752;62609;61245;59429;59185;57927;56811;56009;54051;53937;52986;55262;55580;58424;56996;55411;42190;45018;44495;44743;44767;48591;47653;45677;41056;37014;36119;32917;29907;27967;25607;24208;20048;16709;14274;11487;9249;7118;5593;4324;3177;2090;993;511;1233
02;Valle D'Aosta/Vallée D'Aoste;899;963;982;1067;1044;1136;1192;1158;1243;1222;1218;1230;1152;1170;1189;1121;1174;1216;1204;1178;1119;1211;1153;1126;1139;1225;1161;1246;1222;1294;1244;1245;1280;1315;1399;1392;1334;1457;1432;1693;1633;1772;1862;1954;2003;2027;2108;2069;2219;2128;2187;2223;2158;2297;2103;1929;1940;1780;1868;1679;1681;1632;1650;1619;1589;1508;1534;1539;1595;1612;1538;1475;1116;1201;1256;1266;1259;1292;1221;1220;1033;944;882;794;792;683;650;650;524;462;371;322;251;167;144;129;101;54;27;15;31
03;Lombardia;78624;81383;84340;86607;88250;91805;93570;96400;98525;98414;97252;97555;95218;95411;93443;92120;93096;94419;93007;93792;93488;92906;91546;92043;93757;97198;98203;101437;102620;106289;105112;106547;110977;113783;117305;122098;123263;126126;129477;137135;143299;148849;158823;163934;163911;165357;165603;164208;168421;167660;167131;170236;168882;167598;156739;148605;144066;138977;135020;128563;126028;123713;120042;117500;113453;112882;111595;116001;116902;120676;116543;119524;87655;93279;91531;92592;93823;100601;97086;92141;81016;71940;71157;64494;58784;54235;49155;45206;37910;32253;27137;22000;17970;14388;11285;8143;6178;4312;1994;1020;2395
04;Trentino-Alto Adige/Südtirol;9844;10155;10234;10505;10543;10753;10820;10996;10866;11148;11029;11120;11280;11378;11136;11034;11337;11603;11597;11783;11741;11695;11458;11591;11481;11950;11861;11878;11826;11792;11662;11752;12062;12136;12492;12857;12850;12951;13018;13816;13859;14448;15189;16123;16167;16405;16995;16668;17558;17445;17353;17718;17944;17854;16687;15799;15768;15096;14605;13695;13422;13020;12439;12020;11808;11478;11196;11554;11023;11366;11009;11778;8351;9546;10046;9844;9769;9291;8829;8249;7340;6692;6476;6072;5692;5228;4795;4630;3798;3365;2869;2399;2011;1609;1421;1091;716;532;249;103;206
05;Veneto;36479;37834;38991;40452;41422;43589;44408;45788;46487;47479;46867;46949;46559;47185;46217;45685;45397;47220;46375;46981;46973;46461;45644;45896;46400;48250;48012;49241;48964;50337;48523;49349;52001;52191;53407;55439;56739;58435;61048;65307;67761;71024;74637;79501;78881;80162;81203;81340;83548;82581;83227;83953;83987;84616;79137;76254;74573;70482;70021;65620;64191;63020;60632;59586;57537;56502;55564;57824;56878;58329;56845;61221;41639;47926;48497;46639;45825;47742;46005;43493;38582;34966;34232;31685;27766;25995;23646;22413;18283;16445;14315;11604;9494;7416;6099;4410;3196;2256;1009;543;1197
06;Friuli-Venezia Giulia;8115;8496;8591;9158;9365;9782;9956;10385;10510;10459;10655;10639;10422;10486;10421;10287;10424;10699;10321;10438;10292;10590;10238;10290;10523;11182;11149;11432;11460;11833;11299;11693;12256;12458;12547;13308;13388;13849;14298;15596;15809;16799;17779;19239;19074;19715;19746;19925;20104;19984;20246;20266;20534;20922;19796;18725;18256;17672;17489;16447;16097;15906;15557;15336;15214;15008;14875;15789;15554;16519;16475;17265;11746;13982;13615;13606;13633;14207;13346;12528;11254;10048;9537;8491;7818;7244;6574;6445;5364;4657;4117;3600;2957;2481;1945;1468;1257;846;382;175;420
07;Liguria;9536;9854;10126;10800;10926;11508;11349;11832;12370;12634;12337;12545;12450;12535;12310;12595;12678;12937;12892;13181;13140;13392;13033;13079;13380;14135;13867;14054;13972;14355;13988;13918;14433;14522;14882;14881;15508;15357;16148;17403;18468;19611;21079;22461;22910;24186;24347;24565;25178;25484;25244;26370;26869;27119;25465;24527;23762;22952;22782;21768;21512;20947;20235;20226;19559;18945;18897;20188;20420;21576;22117;22203;16049;18042;17474;17921;18313;19522;18982;18327;16639;15071;14527;13305;12619;11800;10964;10435;8897;7505;6317;5255;4285;3471;2736;2100;1522;1128;499;322;700
08;Emilia-Romagna;33003;34790;36092;37169;38105;39428;40199;41462;42247;41900;41667;41315;40562;40094;39119;39284;39091;39732;38833;39179;39198;38899;38513;39111;39524;41432;42137;43558;43571;44610;44746;45577;47684;49118;50313;52094;52748;54942;57216;61073;63733;66961;70572;73658;73800;74027;74557;73514;74401;73993;72854;73554;72550;73913;68982;66707;65245;63191;61750;58710;58415;57426;55024;53514;51125;50300;49728;51903;52441;55265;54799;55367;38937;43258;42739;41695;42343;45693;44401;43544;38686;34597;35270;33202;29603;26532;25062;23644;19757;17481;15079;12360;10649;8473;6842;4998;3825;2648;1270;652;1366
09;Toscana;25942;26943;27418;29013;29344;31176;31516;32577;32654;33674;33396;33082;32912;32890;32079;32312;32122;32522;31829;32798;32603;32397;32056;32347;32915;34668;34779;36323;36173;37704;36955;37170;39003;39603;40860;42101;42798;44135;46273;49258;51114;53688;56450;59148;59580;60102;60623;59529;61186;60334;60753;61511;61454;62077;58056;55964;54766;53104;51779;49863;48825;48018;47076;46583;44204;43840;43579;44881;46830;49797;49577;49704;38452;38130;38076;36220;37119;41018;39178;38821;34353;30676;30512;27466;25523;23150;22057;20722;17252;15286;13128;10754;8811;7169;5618;4172;3166;2292;1042;474;1096
10;Umbria;6027;6335;6429;6851;7157;7471;7536;7730;7707;8153;8105;7948;7952;7721;7627;7621;7528;7722;7657;7756;7760;7789;7860;7881;8088;8554;8411;8686;8867;9260;8978;9202;9467;9556;10280;10181;10506;10537;10989;11513;12029;12494;13086;13650;13561;13462;13646;13473;13867;13836;13695;13721;14221;14271;13400;12978;12950;12813;12239;11552;11347;11500;11273;10979;10821;10218;10681;10784;11205;11952;11036;10576;8435;8917;9267;8536;8596;9452;9151;9193;8088;7274;7232;6869;6337;5543;5500;5152;4122;3607;3286;2733;2301;1820;1347;1001;805;523;259;129;288
11;Marche;10624;11386;11840;12235;12523;12880;13513;13701;14071;14111;13909;13747;13685;13678;13558;13638;13520;14035;13998;14375;14183;14113;14260;14157;14595;15212;15280;15588;15439;15741;15390;15934;16324;16477;17016;17781;17922;18632;19488;20761;21342;21938;23090;23616;23283;23594;24332;23638;24489;24222;24237;24423;24252;24922;23647;22510;22759;21890;21325;20738;20263;20367;19616;18888;18384;18237;18571;18857;18156;18710;18042;18063;14864;14345;14979;14116;14030;15798;15956;15817;13932;12587;12787;11709;10747;9381;9293;8572;6981;6318;5585;4661;3939;2904;2326;1702;1289;947;396;219;430
12;Lazio;44140;46953;47961;49796;50936;53440;53391;54508;54786;55129;55358;54887;53160;53442;52923;51980;52153;52892;52235;53457;53429;54022;54505;55283;56455;59105;58773;60813;60882;63043;62904;63172;66188;68399;70066;73007;73943;75571;78017;82416;84149;87533;91998;95928;95745;96900;96878;96789;98114;97067;97184;97612;97486;98981;92750;88636;86332;82609;80020;76615;75240;73360;71994;70554;66360;64583;63699;65260;64946;68289;67294;65227;50616;50495;52444;50371;50340;54573;51946;48998;44418;40293;39319;36051;32505;28939;26990;25522;20376;17321;14649;12218;9551;7741;6061;4477;3348;2369;1081;589;1353
13;Abruzzo;9392;9900;10095;10275;10452;10971;11099;11510;11251;11659;11480;11338;11488;11494;11455;11306;11713;11878;11860;12305;12262;12449;12534;12992;13554;14097;14067;14407;14354;14694;14320;14672;15100;15365;15328;16043;15932;16321;16962;17681;17724;18622;19047;19844;19664;20158;20602;20237;21095;20917;21135;21282;21359;21493;20208;19437;19147;18828;18553;17839;17623;17324;17296;16964;15887;15776;15781;16292;16562;16749;15796;15251;11434;12247;11758;11310;11332;12808;12715;11446;11108;10184;10059;9298;8944;7733;7267;7041;5628;4916;4309;3400;2750;2191;1710;1331;1011;690;334;156;402
14;Molise;2080;2060;2141;2178;2201;2253;2303;2441;2296;2474;2486;2478;2555;2577;2610;2661;2707;2857;2992;3239;3144;3174;3205;3333;3408;3573;3558;3515;3514;3592;3561;3461;3591;3590;3584;3684;3720;3667;3867;3924;4001;4111;4369;4535;4381;4485;4454;4473;4707;4748;4870;4910;4878;5047;4724;4596;4592;4645;4492;4242;4248;4239;4184;4198;3842;3972;3665;3960;4123;4001;3794;3517;2728;2669;2501;2419;2632;2988;3118;2668;2630;2617;2486;2446;2262;1967;1813;1823;1477;1220;1144;914;684;571;447;364;281;195;81;50;112
15;Campania;49592;49726;50330;50997;52078;54429;55539;57222;58849;59534;60722;61085;61653;63788;64500;63952;65506;66833;67494;68425;68370;69233;69528;70706;72189;75502;74536;74070;73428;74070;71361;70469;71860;72586;72922;74443;73575;74246;75994;78100;79600;82616;85419;88469;87115;87623;88193;86766;89123;89104;90080;90743;90577;92527;86805;84760;82887;79350;78137;74105;73063;69679;70444;69415;63579;61487;61383;62313;62149;63189;60634;60791;49273;41816;44704;42377;40102;43473;41762;37803;35088;31710;30948;27748;26339;23560;21188;19553;15798;13355;11042;8739;7010;5299;4127;2946;2166;1482;642;382;890
16;Puglia;29773;30643;31106;32403;33177;34305;35419;36603;37042;37547;38002;38206;38892;40302;40657;40787;41925;42888;43049;43513;43469;43818;43869;44474;45876;47930;47021;46837;46194;47092;45936;45258;45202;46571;46835;48213;48831;50291;52855;54556;56840;58986;60543;62189;60170;59328;60721;60336;61909;62135;62861;63513;63382;64230;59790;58196;57604;56094;54714;51779;52478;51117;50492;49026;47368;45451;46906;48285;48082;50716;47465;46634;39187;35221;34870;35361;33204;35619;34649;32220;29930;27003;26288;24609;22292;20121;18426;17239;13980;12002;10298;8077;6365;4870;4002;2889;2028;1502;711;421;875
17;Basilicata;3938;3986;4042;4034;4053;4460;4373;4521;4710;4855;4819;4961;4921;5244;5286;5434;5475;5713;5779;5835;5814;5908;5997;6162;6377;6849;6706;6998;6853;6721;6678;6547;6756;6829;6703;6810;6724;6716;6885;7299;7435;7911;8029;8251;8069;8312;8372;8518;8766;8796;9099;8829;8979;9290;8781;8887;8636;8471;8145;7868;7702;7829;7493;7510;6939;6833;6676;6919;6993;7159;6453;5876;4592;4469;4417;4411;4374;5126;5255;4924;4870;4493;4306;4224;3888;3357;3048;2960;2401;2050;1750;1407;1072;810;690;533;394;245;115;58;132
18;Calabria;15480;15817;16034;16144;16215;16612;16815;17359;17593;17722;17813;18312;18159;18686;18764;18534;19297;19976;20165;20710;20397;21041;21459;21990;23098;23907;23784;24322;24653;25027;24519;24150;24123;24281;24103;24552;24409;24659;25178;25410;26071;27345;27122;27410;27371;27578;27979;27723;29245;28878;29144;29232;29000;30296;28632;28493;28252;27872;27180;25305;25969;25148;25001;24847;23359;22170;22563;22980;22960;23103;22418;20470;15846;15802;15617;15285;14638;16615;16050;14911;14024;13399;13111;12206;11701;10422;9308;8469;7069;5958;4947;4146;3322;2642;2039;1419;1053;820;370;223;460
19;Sicilia;40859;40853;42282;43375;42785;44911;44964;46374;47445;48376;47961;48873;49844;50775;50690;50732;52010;53512;55091;54603;54601;55095;55747;57266;59503;61912;60912;61376;61036;61077;59195;58912;59132;60244;59424;61123;61047;63061;63813;65633;66522;69780;71465;73897;72498;72784;74344;73662;75950;75002;75727;75227;74585;76605;72451;72174;70345;70498;66846;64651;64562;62961;62650;62035;57120;56381;55816;57460;57579;59247;58201;53044;44557;42494;40231;39432;39112;43842;41560;38893;34261;32608;31367;30127;27879;24097;22088;21212;16645;14271;11437;9754;7562;6214;4440;3411;2294;1665;815;453;974
20;Sardegna;10039;10440;10983;11252;11622;12233;12793;13253;13268;13315;13291;13404;13475;13259;13758;13502;13826;14331;14476;14200;14351;14627;15002;15236;15842;16453;16906;17507;17282;17589;17684;17758;18409;18715;19202;20163;20229;21003;21172;23173;23582;24622;25789;26928;26958;26646;26656;26230;27206;26459;27303;27537;27449;28033;26830;26071;25606;24871;24260;23898;23874;23330;22630;22925;21799;21441;21055;21162;20452;20755;19835;18487;17247;16780;16074;16322;15009;16374;15173;13496;12327;11753;10468;10497;9742;8593;7608;7405;6175;5395;4321;3740;2743;2351;1772;1318;900;711;426;194;424
;Totale;455066;470412;482810;498644;507352;529716;537576;553502;562718;568873;567324;568083;564478;570184;565934;562182;568641;581989;579330;587285;585466;587622;586266;594005;607703;634033;632522;645936;644515;659634;646636;650448;670717;683056;695415;718861;724286;742259;765795;807054;833227;870131;910933;948160;942507;952006;961551;953283;979137;972309;975914;984888;982355;994884;932941;900730;882238;853804;832470;794366;785725;768463;752539;739734;703998;690949;686750;709213;710430;737434;716867;711884;544914;555637;554591;544466;540220;584625;564036;534369;480635;435869;427083;394210;361140;326547;301039;283301;232485;200576;170375;139570;112976;89705;70644;52226;38707;27307;12695;6689;14984
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
"Tutte le cittadinanze - Anno: 2019"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
01;Piemonte;28493;30717;32016;32836;34189;35111;36465;36783;37602;38698;39000;38935;38333;38093;38064;38192;37646;37717;39243;38863;39844;39665;39100;39107;39491;39995;41330;41827;43037;42507;43847;42894;43748;45017;45270;46767;48719;48866;50282;51549;55231;58133;60930;64460;67351;67316;69039;70085;69403;71887;71383;71367;71856;71535;72558;67713;65187;64547;62385;60878;59164;58884;57559;56381;55558;53562;53485;52458;54595;54968;57626;56212;54511;41443;44106;43485;43676;43591;47117;46036;43960;39284;35121;34125;30882;27660;25493;23204;21606;17570;14393;12097;9514;7405;5614;4339;3263;2284;1471;656;1105
02;Valle D'Aosta/Vallée D'Aoste;884;891;958;969;1058;1032;1122;1184;1163;1229;1209;1216;1239;1146;1175;1180;1116;1181;1230;1213;1198;1130;1214;1167;1134;1140;1238;1183;1271;1218;1275;1261;1253;1286;1311;1388;1397;1343;1441;1444;1701;1646;1775;1852;1961;2005;2024;2105;2064;2204;2127;2180;2208;2135;2281;2094;1930;1924;1758;1865;1682;1666;1611;1630;1607;1575;1501;1517;1516;1589;1606;1506;1441;1104;1172;1234;1219;1222;1260;1170;1174;1005;893;822;737;737;630;594;583;455;396;315;258;203;131;114;94;75;39;19;25
03;Lombardia;75105;79116;81875;84695;86861;88533;91915;93787;96463;98692;98633;97441;97789;95463;95778;93712;92468;93534;95198;94471;95604;95092;94439;93325;94159;96008;99502;100725;103992;105186;108766;107268;108522;112428;115338;118554;123309;124305;127056;130383;137852;143805;149373;159157;164115;164054;165548;165538;164133;168363;167507;167011;170029;168539;167262;156317;148299;143605;138526;134523;128027;125356;123115;119412;116768;112629;111991;110642;114930;115631;119198;115055;117786;86341;91567;89661;90532;91398;97844;93960;88843;77780;68674;67492;60663;54747;50040;44826;40738;33547;28098;23258;18472;14800;11519;8815;6230;4652;3127;1427;2196
04;Trentino-Alto Adige/Südtirol;9639;9961;10240;10301;10586;10594;10803;10861;11026;10915;11212;11104;11182;11325;11478;11194;11076;11384;11673;11728;11851;11817;11781;11520;11716;11595;12023;11965;12077;11938;11970;11795;11855;12165;12231;12569;12993;12909;13072;13129;13860;13951;14488;15273;16189;16230;16459;17058;16728;17594;17476;17407;17734;17929;17825;16710;15803;15776;15093;14569;13673;13391;12984;12377;11943;11753;11432;11129;11432;10936;11273;10886;11624;8246;9415;9876;9680;9572;9068;8596;7965;7053;6451;6149;5770;5360;4892;4445;4205;3387;2987;2468;1999;1651;1307;1129;849;552;368;168;188
05;Veneto;35074;36736;37986;39103;40497;41589;43709;44418;45827;46560;47540;46974;47007;46629;47325;46359;45849;45585;47557;46960;47699;47716;47218;46423;46684;47092;48929;48770;50000;49715;50906;49258;49854;52517;52659;53806;55952;57118;58731;61326;65606;67943;71167;74824;79572;78989;80160;81202;81294;83427;82514;83143;83815;83835;84430;79040;76064;74403;70280;69769;65372;63891;62673;60290;59251;57149;56085;55110;57321;56369;57711;56083;60372;41040;47113;47575;45621;44731;46561;44639;42004;37158;33375;32499;29894;25860;24003;21545;20249;16223;14293;12304;9673;7759;5874;4758;3325;2341;1581;705;1076
06;Friuli-Venezia Giulia;7769;8177;8576;8677;9213;9415;9816;9986;10418;10534;10503;10714;10670;10466;10539;10487;10342;10476;10821;10499;10609;10446;10777;10478;10520;10673;11364;11465;11596;11682;11964;11458;11854;12375;12598;12602;13382;13528;13959;14406;15657;15893;16865;17863;19309;19123;19723;19798;19961;20119;19999;20255;20308;20523;20904;19803;18701;18223;17639;17415;16408;16035;15855;15457;15224;15116;14924;14724;15656;15393;16350;16255;17013;11535;13680;13341;13289;13303;13820;12893;12068;10800;9611;9083;8009;7321;6748;6033;5857;4753;4124;3527;3016;2452;1983;1507;1146;931;623;273;363
07;Liguria;8808;9592;9881;10142;10807;10944;11551;11376;11869;12430;12670;12417;12586;12514;12587;12361;12656;12774;13084;13033;13303;13266;13517;13190;13249;13579;14239;14044;14136;14118;14499;14164;14029;14603;14615;14929;14942;15616;15424;16215;17509;18563;19736;21103;22564;22966;24222;24406;24623;25177;25474;25286;26362;26819;27073;25443;24489;23711;22887;22694;21690;21434;20863;20169;20111;19464;18807;18779;19988;20209;21286;21799;21854;15745;17677;17086;17459;17795;18928;18318;17626;15915;14321;13684;12490;11636;10860;9922;9330;7757;6514;5397;4352;3512;2721;2104;1601;1113;801;349;648
08;Emilia-Romagna;32318;33441;35138;36339;37350;38276;39546;40313;41675;42362;42053;41841;41456;40718;40309;39336;39513;39418;40197;39528;39927;39924;39682;39414;40104;40656;42824;43555;44944;44922;45878;46040;46613;48683;49939;51135;52750;53375;55494;57693;61477;64206;67390;70835;73987;74025;74240;74722;73699;74447;74060;72923;73577;72559;73814;68928;66591;65142;63049;61598;58614;58244;57202;54797;53201;50849;50064;49332;51531;51923;54722;54154;54661;38425;42617;41978;40847;41371;44523;43152;42116;37131;33032;33540;31246;27662;24555;22862;21366;17550;15226;12984;10458;8750;6737;5314;3839;2867;1853;933;1277
09;Toscana;24425;25978;26959;27455;29010;29387;31193;31580;32570;32761;33774;33455;33142;32972;32954;32187;32373;32272;32807;32260;33091;32874;32789;32466;32731;33267;35126;35185;36840;36530;38110;37347;37391;39290;39838;41054;42326;42959;44302;46412;49368;51179;53697;56418;59199;59630;60082;60588;59477;61137;60301;60632;61417;61435;61960;57884;55786;54623;52966;51645;49643;48549;47832;46835;46279;43890;43530;43187;44443;46342;49180;48908;48938;37773;37456;37320;35391;36144;39928;37989;37430;33003;29254;28958;25771;23689;21336;20010;18691;15286;13274;11130;8983;7197;5702;4372;3130;2351;1637;726;990
10;Umbria;5690;5992;6352;6441;6839;7122;7472;7548;7722;7723;8138;8104;7954;7932;7731;7622;7644;7544;7767;7770;7880;7828;7877;7900;7907;8137;8592;8436;8704;8910;9317;9032;9221;9488;9595;10315;10211;10498;10587;11016;11564;12060;12453;13071;13655;13569;13440;13650;13451;13832;13845;13688;13710;14188;14239;13351;12989;12919;12759;12236;11549;11317;11489;11223;10935;10753;10140;10613;10737;11105;11815;10906;10425;8331;8784;9133;8370;8394;9230;8930;8914;7777;6950;6877;6479;5948;5151;5045;4644;3667;3202;2826;2271;1903;1467;1054;757;578;382;185;261
11;Marche;10076;10641;11397;11848;12190;12500;12863;13461;13674;14027;14093;13891;13719;13666;13679;13515;13644;13554;14179;14166;14527;14337;14204;14373;14289;14647;15241;15301;15568;15385;15794;15387;15996;16350;16489;17049;17771;17889;18604;19493;20763;21329;21899;23062;23615;23278;23538;24293;23572;24442;24160;24164;24356;24192;24896;23621;22424;22711;21851;21250;20640;20170;20290;19516;18792;18254;18162;18416;18682;17989;18521;17820;17828;14636;14117;14715;13832;13701;15455;15529;15339;13411;12075;12146;11075;10045;8677;8522;7688;6159;5506;4842;3943;3201;2309;1809;1279;955;677;278;427
12;Lazio;39807;44205;46612;47821;49546;50558;53409;53404;54654;54843;55266;55501;55007;53267;53629;53104;52130;52436;53394;52934;54159;54033;54521;55136;55725;56809;59433;58982;61003;61288;63472;63191;63657;66698;68939;70529;73371;74257;75905;78293;82681;84339;87812;92215;96097;95941;97029;97055;96942;98280;97163;97215;97647;97444;98969;92718;88550;86169;82410;79780;76290;74874;72997;71595;70126;65903;64068;63165;64532;64237;67385;66339;64134;49716;49427;51268;49224;49031;52987;50239;47179;42484;38415;37195;33890;30219;26685;24546;22885;18088;15080;12530;10267;7829;6204;4765;3441;2520;1774;776;1383
